E(MeV)   S.P.(MeVcm2/g) R(g/cm2)
1.000E-03	1.769E+02	6.319E-06	
1.500E-03	1.984E+02	8.969E-06	
2.000E-03	2.184E+02	1.137E-05	
2.500E-03	2.370E+02	1.357E-05	
3.000E-03	2.544E+02	1.560E-05	
4.000E-03	2.864E+02	1.930E-05	
5.000E-03	3.153E+02	2.262E-05	
6.000E-03	3.420E+02	2.567E-05	
7.000E-03	3.667E+02	2.849E-05	
8.000E-03	3.900E+02	3.113E-05	
9.000E-03	4.120E+02	3.363E-05	
1.000E-02	4.329E+02	3.599E-05	
1.250E-02	4.745E+02	4.150E-05	
1.500E-02	5.110E+02	4.657E-05	
1.750E-02	5.437E+02	5.131E-05	
2.000E-02	5.733E+02	5.578E-05	
2.250E-02	6.001E+02	6.005E-05	
2.500E-02	6.245E+02	6.413E-05	
2.750E-02	6.467E+02	6.806E-05	
3.000E-02	6.671E+02	7.187E-05	
3.500E-02	7.028E+02	7.916E-05	
4.000E-02	7.324E+02	8.613E-05	
4.500E-02	7.569E+02	9.284E-05	
5.000E-02	7.768E+02	9.935E-05	
5.500E-02	7.927E+02	1.057E-04	
6.000E-02	8.050E+02	1.120E-04	
6.500E-02	8.142E+02	1.182E-04	
7.000E-02	8.205E+02	1.243E-04	
7.500E-02	8.243E+02	1.303E-04	
8.000E-02	8.260E+02	1.364E-04	
8.500E-02	8.258E+02	1.425E-04	
9.000E-02	8.239E+02	1.485E-04	
9.500E-02	8.206E+02	1.546E-04	
1.000E-01	8.161E+02	1.607E-04	
1.250E-01	7.814E+02	1.920E-04	
1.500E-01	7.371E+02	2.249E-04	
1.750E-01	6.969E+02	2.598E-04	
2.000E-01	6.613E+02	2.966E-04	
2.250E-01	6.294E+02	3.354E-04	
2.500E-01	6.006E+02	3.761E-04	
2.750E-01	5.744E+02	4.186E-04	
3.000E-01	5.504E+02	4.631E-04	
3.500E-01	5.080E+02	5.577E-04	
4.000E-01	4.719E+02	6.599E-04	
4.500E-01	4.406E+02	7.697E-04	
5.000E-01	4.132E+02	8.869E-04	
5.500E-01	3.891E+02	1.012E-03	
6.000E-01	3.680E+02	1.144E-03	
6.500E-01	3.492E+02	1.283E-03	
7.000E-01	3.325E+02	1.430E-03	
7.500E-01	3.175E+02	1.584E-03	
8.000E-01	3.039E+02	1.745E-03	
8.500E-01	2.917E+02	1.913E-03	
9.000E-01	2.805E+02	2.088E-03	
9.500E-01	2.702E+02	2.270E-03	
1.000E+00	2.608E+02	2.458E-03	
1.250E+00	2.229E+02	3.499E-03	
1.500E+00	1.957E+02	4.698E-03	
1.750E+00	1.749E+02	6.052E-03	
2.000E+00	1.586E+02	7.555E-03	
2.250E+00	1.454E+02	9.203E-03	
2.500E+00	1.344E+02	1.099E-02	
2.750E+00	1.251E+02	1.292E-02	
3.000E+00	1.172E+02	1.499E-02	
3.500E+00	1.042E+02	1.952E-02	
4.000E+00	9.404E+01	2.458E-02	
4.500E+00	8.586E+01	3.015E-02	
5.000E+00	7.911E+01	3.623E-02	
5.500E+00	7.343E+01	4.279E-02	
6.000E+00	6.858E+01	4.984E-02	
6.500E+00	6.438E+01	5.737E-02	
7.000E+00	6.071E+01	6.537E-02	
7.500E+00	5.747E+01	7.384E-02	
8.000E+00	5.460E+01	8.277E-02	
8.500E+00	5.202E+01	9.215E-02	
9.000E+00	4.969E+01	1.020E-01	
9.500E+00	4.759E+01	1.123E-01	
1.000E+01	4.567E+01	1.230E-01	
1.250E+01	3.815E+01	1.832E-01	
1.500E+01	3.292E+01	2.539E-01	
1.750E+01	2.905E+01	3.350E-01	
2.000E+01	2.607E+01	4.260E-01	
2.500E+01	2.175E+01	6.370E-01	
2.750E+01	2.013E+01	7.566E-01	
3.000E+01	1.876E+01	8.853E-01	
3.500E+01	1.656E+01	1.170E+00	
4.000E+01	1.488E+01	1.489E+00	
4.500E+01	1.354E+01	1.841E+00	
5.000E+01	1.245E+01	2.227E+00	
5.500E+01	1.154E+01	2.644E+00	
6.000E+01	1.078E+01	3.093E+00	
6.500E+01	1.013E+01	3.572E+00	
7.000E+01	9.559E+00	4.080E+00	
7.500E+01	9.063E+00	4.618E+00	
8.000E+01	8.625E+00	5.184E+00	
8.500E+01	8.236E+00	5.777E+00	
9.000E+01	7.888E+00	6.398E+00	
9.500E+01	7.573E+00	7.045E+00	
1.000E+02	7.289E+00	7.718E+00	
1.250E+02	6.192E+00	1.146E+01	
1.500E+02	5.445E+00	1.577E+01	
1.750E+02	4.903E+00	2.062E+01	
2.000E+02	4.492E+00	2.596E+01	
2.250E+02	4.170E+00	3.174E+01	
2.500E+02	3.911E+00	3.794E+01	
2.750E+02	3.698E+00	4.452E+01	
3.000E+02	3.520E+00	5.145E+01	
3.500E+02	3.241E+00	6.628E+01	
4.000E+02	3.032E+00	8.225E+01	
4.500E+02	2.871E+00	9.921E+01	
5.000E+02	2.743E+00	1.170E+02	
5.500E+02	2.640E+00	1.356E+02	
6.000E+02	2.556E+00	1.549E+02	
6.500E+02	2.485E+00	1.747E+02	
7.000E+02	2.426E+00	1.951E+02	
7.500E+02	2.376E+00	2.159E+02	
8.000E+02	2.333E+00	2.372E+02	
8.500E+02	2.296E+00	2.588E+02	
9.000E+02	2.264E+00	2.807E+02	
9.500E+02	2.236E+00	3.029E+02	
1.000E+03	2.211E+00	3.254E+02	
1.500E+03	2.070E+00	5.605E+02	
2.000E+03	2.021E+00	8.054E+02	
2.500E+03	2.004E+00	1.054E+03	
3.000E+03	2.001E+00	1.304E+03	
4.000E+03	2.012E+00	1.802E+03	
5.000E+03	2.031E+00	2.297E+03	
6.000E+03	2.052E+00	2.787E+03	
7.000E+03	2.072E+00	3.272E+03	
8.000E+03	2.091E+00	3.752E+03	
9.000E+03	2.109E+00	4.228E+03	
1.000E+04	2.126E+00	4.700E+03
